apdl_elem_id,offset_elem_id,offset_node_id,master_node,slave_node,source_semantics,system,assembly_name,reason
2024566,,,2000435,2013352,ALL,passage_interface,H02,CW1_GATE_06 下横梁 rope03 分段 master -> 顶弦 r=0 slave；含刚体转动
2024567,,,2000435,2013353,ALL,passage_interface,H02,CW1_GATE_06 下横梁 rope03 分段 master -> 顶弦 r=1500 slave；含刚体转动
2024568,,,2000436,2013354,ALL,passage_interface,H02,CW1_GATE_06 下横梁 rope04 分段 master -> 顶弦 r=0 slave；含刚体转动
2024569,,,2000436,2013355,ALL,passage_interface,H02,CW1_GATE_06 下横梁 rope04 分段 master -> 顶弦 r=1500 slave；含刚体转动
2024570,,,2000437,2013356,ALL,passage_interface,H02,CW1_GATE_06 下横梁 rope05 分段 master -> 顶弦 r=0 slave；含刚体转动
2024571,,,2000437,2013357,ALL,passage_interface,H02,CW1_GATE_06 下横梁 rope05 分段 master -> 顶弦 r=1500 slave；含刚体转动
2024572,,,2000438,2013358,ALL,passage_interface,H02,CW1_GATE_06 下横梁 rope06 分段 master -> 顶弦 r=0 slave；含刚体转动
2024573,,,2000438,2013359,ALL,passage_interface,H02,CW1_GATE_06 下横梁 rope06 分段 master -> 顶弦 r=1500 slave；含刚体转动
2024574,,,2000439,2013360,ALL,passage_interface,H02,CW1_GATE_06 下横梁 rope07 分段 master -> 顶弦 r=0 slave；含刚体转动
2024575,,,2000439,2013361,ALL,passage_interface,H02,CW1_GATE_06 下横梁 rope07 分段 master -> 顶弦 r=1500 slave；含刚体转动
2024576,,,2000440,2013362,ALL,passage_interface,H02,CW1_GATE_06 下横梁 rope08 分段 master -> 顶弦 r=0 slave；含刚体转动
2024577,,,2000440,2013363,ALL,passage_interface,H02,CW1_GATE_06 下横梁 rope08 分段 master -> 顶弦 r=1500 slave；含刚体转动
2024578,,,2000441,2013364,ALL,passage_interface,H02,CW1_GATE_06 下横梁 rope09 分段 master -> 顶弦 r=0 slave；含刚体转动
2024579,,,2000441,2013365,ALL,passage_interface,H02,CW1_GATE_06 下横梁 rope09 分段 master -> 顶弦 r=1500 slave；含刚体转动
2024580,,,2000442,2013366,ALL,passage_interface,H02,CW1_GATE_06 下横梁 rope10 分段 master -> 顶弦 r=0 slave；含刚体转动
2024581,,,2000442,2013367,ALL,passage_interface,H02,CW1_GATE_06 下横梁 rope10 分段 master -> 顶弦 r=1500 slave；含刚体转动
2024582,,,2000443,2013368,ALL,passage_interface,H02,CW1_GATE_06 下横梁 rope11 分段 master -> 顶弦 r=0 slave；含刚体转动
2024583,,,2000443,2013369,ALL,passage_interface,H02,CW1_GATE_06 下横梁 rope11 分段 master -> 顶弦 r=1500 slave；含刚体转动
2024584,,,2000444,2013370,ALL,passage_interface,H02,CW1_GATE_06 下横梁 rope12 分段 master -> 顶弦 r=0 slave；含刚体转动
2024585,,,2000444,2013371,ALL,passage_interface,H02,CW1_GATE_06 下横梁 rope12 分段 master -> 顶弦 r=1500 slave；含刚体转动
2024586,,,2000445,2013372,ALL,passage_interface,H02,CW1_GATE_06 下横梁 rope13 分段 master -> 顶弦 r=0 slave；含刚体转动
2024587,,,2000445,2013373,ALL,passage_interface,H02,CW1_GATE_06 下横梁 rope13 分段 master -> 顶弦 r=1500 slave；含刚体转动
2024588,,,2000446,2013374,ALL,passage_interface,H02,CW1_GATE_06 下横梁 rope14 分段 master -> 顶弦 r=0 slave；含刚体转动
2024589,,,2000446,2013375,ALL,passage_interface,H02,CW1_GATE_06 下横梁 rope14 分段 master -> 顶弦 r=1500 slave；含刚体转动
2024590,,,2000447,2013376,ALL,passage_interface,H02,CW1_GATE_06 下横梁 rope15 分段 master -> 顶弦 r=0 slave；含刚体转动
2024591,,,2000447,2013377,ALL,passage_interface,H02,CW1_GATE_06 下横梁 rope15 分段 master -> 顶弦 r=1500 slave；含刚体转动
2024592,,,2000448,2013378,ALL,passage_interface,H02,CW1_GATE_06 下横梁 rope16 分段 master -> 顶弦 r=0 slave；含刚体转动
2024593,,,2000448,2013379,ALL,passage_interface,H02,CW1_GATE_06 下横梁 rope16 分段 master -> 顶弦 r=1500 slave；含刚体转动
2024594,,,2006539,2013380,ALL,passage_interface,H02,CW2_GATE_06 下横梁 rope01 分段 master -> 顶弦 r=0 slave；含刚体转动
2024595,,,2006539,2013381,ALL,passage_interface,H02,CW2_GATE_06 下横梁 rope01 分段 master -> 顶弦 r=1500 slave；含刚体转动
2024596,,,2006540,2013382,ALL,passage_interface,H02,CW2_GATE_06 下横梁 rope02 分段 master -> 顶弦 r=0 slave；含刚体转动
2024597,,,2006540,2013383,ALL,passage_interface,H02,CW2_GATE_06 下横梁 rope02 分段 master -> 顶弦 r=1500 slave；含刚体转动
2024598,,,2006541,2013384,ALL,passage_interface,H02,CW2_GATE_06 下横梁 rope03 分段 master -> 顶弦 r=0 slave；含刚体转动
2024599,,,2006541,2013385,ALL,passage_interface,H02,CW2_GATE_06 下横梁 rope03 分段 master -> 顶弦 r=1500 slave；含刚体转动
2024600,,,2006542,2013386,ALL,passage_interface,H02,CW2_GATE_06 下横梁 rope04 分段 master -> 顶弦 r=0 slave；含刚体转动
2024601,,,2006542,2013387,ALL,passage_interface,H02,CW2_GATE_06 下横梁 rope04 分段 master -> 顶弦 r=1500 slave；含刚体转动
2024602,,,2006543,2013388,ALL,passage_interface,H02,CW2_GATE_06 下横梁 rope05 分段 master -> 顶弦 r=0 slave；含刚体转动
2024603,,,2006543,2013389,ALL,passage_interface,H02,CW2_GATE_06 下横梁 rope05 分段 master -> 顶弦 r=1500 slave；含刚体转动
2024604,,,2006544,2013390,ALL,passage_interface,H02,CW2_GATE_06 下横梁 rope06 分段 master -> 顶弦 r=0 slave；含刚体转动
2024605,,,2006544,2013391,ALL,passage_interface,H02,CW2_GATE_06 下横梁 rope06 分段 master -> 顶弦 r=1500 slave；含刚体转动
2024606,,,2006545,2013392,ALL,passage_interface,H02,CW2_GATE_06 下横梁 rope07 分段 master -> 顶弦 r=0 slave；含刚体转动
2024607,,,2006545,2013393,ALL,passage_interface,H02,CW2_GATE_06 下横梁 rope07 分段 master -> 顶弦 r=1500 slave；含刚体转动
2024608,,,2006546,2013394,ALL,passage_interface,H02,CW2_GATE_06 下横梁 rope08 分段 master -> 顶弦 r=0 slave；含刚体转动
2024609,,,2006546,2013395,ALL,passage_interface,H02,CW2_GATE_06 下横梁 rope08 分段 master -> 顶弦 r=1500 slave；含刚体转动
2024610,,,2006547,2013396,ALL,passage_interface,H02,CW2_GATE_06 下横梁 rope09 分段 master -> 顶弦 r=0 slave；含刚体转动
2024611,,,2006547,2013397,ALL,passage_interface,H02,CW2_GATE_06 下横梁 rope09 分段 master -> 顶弦 r=1500 slave；含刚体转动
2024612,,,2006548,2013398,ALL,passage_interface,H02,CW2_GATE_06 下横梁 rope10 分段 master -> 顶弦 r=0 slave；含刚体转动
2024613,,,2006548,2013399,ALL,passage_interface,H02,CW2_GATE_06 下横梁 rope10 分段 master -> 顶弦 r=1500 slave；含刚体转动
2024614,,,2006549,2013400,ALL,passage_interface,H02,CW2_GATE_06 下横梁 rope11 分段 master -> 顶弦 r=0 slave；含刚体转动
2024615,,,2006549,2013401,ALL,passage_interface,H02,CW2_GATE_06 下横梁 rope11 分段 master -> 顶弦 r=1500 slave；含刚体转动
2024616,,,2006550,2013402,ALL,passage_interface,H02,CW2_GATE_06 下横梁 rope12 分段 master -> 顶弦 r=0 slave；含刚体转动
2024617,,,2006550,2013403,ALL,passage_interface,H02,CW2_GATE_06 下横梁 rope12 分段 master -> 顶弦 r=1500 slave；含刚体转动
2024618,,,2006551,2013404,ALL,passage_interface,H02,CW2_GATE_06 下横梁 rope13 分段 master -> 顶弦 r=0 slave；含刚体转动
2024619,,,2006551,2013405,ALL,passage_interface,H02,CW2_GATE_06 下横梁 rope13 分段 master -> 顶弦 r=1500 slave；含刚体转动
2024620,,,2006552,2013406,ALL,passage_interface,H02,CW2_GATE_06 下横梁 rope14 分段 master -> 顶弦 r=0 slave；含刚体转动
2024621,,,2006552,2013407,ALL,passage_interface,H02,CW2_GATE_06 下横梁 rope14 分段 master -> 顶弦 r=1500 slave；含刚体转动
2024622,,,2006553,2013408,ALL,passage_interface,H02,CW2_GATE_06 下横梁 rope15 分段 master -> 顶弦 r=0 slave；含刚体转动
2024623,,,2006553,2013409,ALL,passage_interface,H02,CW2_GATE_06 下横梁 rope15 分段 master -> 顶弦 r=1500 slave；含刚体转动
2024624,,,2006554,2013410,ALL,passage_interface,H02,CW2_GATE_06 下横梁 rope16 分段 master -> 顶弦 r=0 slave；含刚体转动
2024625,,,2006554,2013411,ALL,passage_interface,H02,CW2_GATE_06 下横梁 rope16 分段 master -> 顶弦 r=1500 slave；含刚体转动
2024626,,,2000433,2014161,ALL,passage_interface,H02,CW1_GATE_06 下横梁轴 -> 横通道三角接口根节点刚性偏置
2024627,,,2006554,2014165,ALL,passage_interface,H02,CW2_GATE_06 下横梁轴 -> 横通道三角接口根节点刚性偏置
2024628,,,2000691,2014326,ALL,passage_interface,H03,CW1_GATE_09 下横梁 rope01 分段 master -> 顶弦 r=0 slave；含刚体转动
2024629,,,2000691,2014327,ALL,passage_interface,H03,CW1_GATE_09 下横梁 rope01 分段 master -> 顶弦 r=1500 slave；含刚体转动
2024630,,,2000692,2014328,ALL,passage_interface,H03,CW1_GATE_09 下横梁 rope02 分段 master -> 顶弦 r=0 slave；含刚体转动
2024631,,,2000692,2014329,ALL,passage_interface,H03,CW1_GATE_09 下横梁 rope02 分段 master -> 顶弦 r=1500 slave；含刚体转动
2024632,,,2000693,2014330,ALL,passage_interface,H03,CW1_GATE_09 下横梁 rope03 分段 master -> 顶弦 r=0 slave；含刚体转动
2024633,,,2000693,2014331,ALL,passage_interface,H03,CW1_GATE_09 下横梁 rope03 分段 master -> 顶弦 r=1500 slave；含刚体转动
2024634,,,2000694,2014332,ALL,passage_interface,H03,CW1_GATE_09 下横梁 rope04 分段 master -> 顶弦 r=0 slave；含刚体转动
2024635,,,2000694,2014333,ALL,passage_interface,H03,CW1_GATE_09 下横梁 rope04 分段 master -> 顶弦 r=1500 slave；含刚体转动
2024636,,,2000695,2014334,ALL,passage_interface,H03,CW1_GATE_09 下横梁 rope05 分段 master -> 顶弦 r=0 slave；含刚体转动
2024637,,,2000695,2014335,ALL,passage_interface,H03,CW1_GATE_09 下横梁 rope05 分段 master -> 顶弦 r=1500 slave；含刚体转动
2024638,,,2000696,2014336,ALL,passage_interface,H03,CW1_GATE_09 下横梁 rope06 分段 master -> 顶弦 r=0 slave；含刚体转动
2024639,,,2000696,2014337,ALL,passage_interface,H03,CW1_GATE_09 下横梁 rope06 分段 master -> 顶弦 r=1500 slave；含刚体转动
2024640,,,2000697,2014338,ALL,passage_interface,H03,CW1_GATE_09 下横梁 rope07 分段 master -> 顶弦 r=0 slave；含刚体转动
2024641,,,2000697,2014339,ALL,passage_interface,H03,CW1_GATE_09 下横梁 rope07 分段 master -> 顶弦 r=1500 slave；含刚体转动
2024642,,,2000698,2014340,ALL,passage_interface,H03,CW1_GATE_09 下横梁 rope08 分段 master -> 顶弦 r=0 slave；含刚体转动
2024643,,,2000698,2014341,ALL,passage_interface,H03,CW1_GATE_09 下横梁 rope08 分段 master -> 顶弦 r=1500 slave；含刚体转动
2024644,,,2000699,2014342,ALL,passage_interface,H03,CW1_GATE_09 下横梁 rope09 分段 master -> 顶弦 r=0 slave；含刚体转动
2024645,,,2000699,2014343,ALL,passage_interface,H03,CW1_GATE_09 下横梁 rope09 分段 master -> 顶弦 r=1500 slave；含刚体转动
2024646,,,2000700,2014344,ALL,passage_interface,H03,CW1_GATE_09 下横梁 rope10 分段 master -> 顶弦 r=0 slave；含刚体转动
2024647,,,2000700,2014345,ALL,passage_interface,H03,CW1_GATE_09 下横梁 rope10 分段 master -> 顶弦 r=1500 slave；含刚体转动
2024648,,,2000701,2014346,ALL,passage_interface,H03,CW1_GATE_09 下横梁 rope11 分段 master -> 顶弦 r=0 slave；含刚体转动
2024649,,,2000701,2014347,ALL,passage_interface,H03,CW1_GATE_09 下横梁 rope11 分段 master -> 顶弦 r=1500 slave；含刚体转动
2024650,,,2000702,2014348,ALL,passage_interface,H03,CW1_GATE_09 下横梁 rope12 分段 master -> 顶弦 r=0 slave；含刚体转动
2024651,,,2000702,2014349,ALL,passage_interface,H03,CW1_GATE_09 下横梁 rope12 分段 master -> 顶弦 r=1500 slave；含刚体转动
2024652,,,2000703,2014350,ALL,passage_interface,H03,CW1_GATE_09 下横梁 rope13 分段 master -> 顶弦 r=0 slave；含刚体转动
2024653,,,2000703,2014351,ALL,passage_interface,H03,CW1_GATE_09 下横梁 rope13 分段 master -> 顶弦 r=1500 slave；含刚体转动
2024654,,,2000704,2014352,ALL,passage_interface,H03,CW1_GATE_09 下横梁 rope14 分段 master -> 顶弦 r=0 slave；含刚体转动
2024655,,,2000704,2014353,ALL,passage_interface,H03,CW1_GATE_09 下横梁 rope14 分段 master -> 顶弦 r=1500 slave；含刚体转动
2024656,,,2000705,2014354,ALL,passage_interface,H03,CW1_GATE_09 下横梁 rope15 分段 master -> 顶弦 r=0 slave；含刚体转动
2024657,,,2000705,2014355,ALL,passage_interface,H03,CW1_GATE_09 下横梁 rope15 分段 master -> 顶弦 r=1500 slave；含刚体转动
2024658,,,2000706,2014356,ALL,passage_interface,H03,CW1_GATE_09 下横梁 rope16 分段 master -> 顶弦 r=0 slave；含刚体转动
2024659,,,2000706,2014357,ALL,passage_interface,H03,CW1_GATE_09 下横梁 rope16 分段 master -> 顶弦 r=1500 slave；含刚体转动
2024660,,,2006797,2014358,ALL,passage_interface,H03,CW2_GATE_09 下横梁 rope01 分段 master -> 顶弦 r=0 slave；含刚体转动
2024661,,,2006797,2014359,ALL,passage_interface,H03,CW2_GATE_09 下横梁 rope01 分段 master -> 顶弦 r=1500 slave；含刚体转动
2024662,,,2006798,2014360,ALL,passage_interface,H03,CW2_GATE_09 下横梁 rope02 分段 master -> 顶弦 r=0 slave；含刚体转动
2024663,,,2006798,2014361,ALL,passage_interface,H03,CW2_GATE_09 下横梁 rope02 分段 master -> 顶弦 r=1500 slave；含刚体转动
2024664,,,2006799,2014362,ALL,passage_interface,H03,CW2_GATE_09 下横梁 rope03 分段 master -> 顶弦 r=0 slave；含刚体转动
2024665,,,2006799,2014363,ALL,passage_interface,H03,CW2_GATE_09 下横梁 rope03 分段 master -> 顶弦 r=1500 slave；含刚体转动
2024666,,,2006800,2014364,ALL,passage_interface,H03,CW2_GATE_09 下横梁 rope04 分段 master -> 顶弦 r=0 slave；含刚体转动
2024667,,,2006800,2014365,ALL,passage_interface,H03,CW2_GATE_09 下横梁 rope04 分段 master -> 顶弦 r=1500 slave；含刚体转动
2024668,,,2006801,2014366,ALL,passage_interface,H03,CW2_GATE_09 下横梁 rope05 分段 master -> 顶弦 r=0 slave；含刚体转动
2024669,,,2006801,2014367,ALL,passage_interface,H03,CW2_GATE_09 下横梁 rope05 分段 master -> 顶弦 r=1500 slave；含刚体转动
2024670,,,2006802,2014368,ALL,passage_interface,H03,CW2_GATE_09 下横梁 rope06 分段 master -> 顶弦 r=0 slave；含刚体转动
2024671,,,2006802,2014369,ALL,passage_interface,H03,CW2_GATE_09 下横梁 rope06 分段 master -> 顶弦 r=1500 slave；含刚体转动
2024672,,,2006803,2014370,ALL,passage_interface,H03,CW2_GATE_09 下横梁 rope07 分段 master -> 顶弦 r=0 slave；含刚体转动
2024673,,,2006803,2014371,ALL,passage_interface,H03,CW2_GATE_09 下横梁 rope07 分段 master -> 顶弦 r=1500 slave；含刚体转动
2024674,,,2006804,2014372,ALL,passage_interface,H03,CW2_GATE_09 下横梁 rope08 分段 master -> 顶弦 r=0 slave；含刚体转动
2024675,,,2006804,2014373,ALL,passage_interface,H03,CW2_GATE_09 下横梁 rope08 分段 master -> 顶弦 r=1500 slave；含刚体转动
2024676,,,2006805,2014374,ALL,passage_interface,H03,CW2_GATE_09 下横梁 rope09 分段 master -> 顶弦 r=0 slave；含刚体转动
2024677,,,2006805,2014375,ALL,passage_interface,H03,CW2_GATE_09 下横梁 rope09 分段 master -> 顶弦 r=1500 slave；含刚体转动
2024678,,,2006806,2014376,ALL,passage_interface,H03,CW2_GATE_09 下横梁 rope10 分段 master -> 顶弦 r=0 slave；含刚体转动
2024679,,,2006806,2014377,ALL,passage_interface,H03,CW2_GATE_09 下横梁 rope10 分段 master -> 顶弦 r=1500 slave；含刚体转动
2024680,,,2006807,2014378,ALL,passage_interface,H03,CW2_GATE_09 下横梁 rope11 分段 master -> 顶弦 r=0 slave；含刚体转动
2024681,,,2006807,2014379,ALL,passage_interface,H03,CW2_GATE_09 下横梁 rope11 分段 master -> 顶弦 r=1500 slave；含刚体转动
2024682,,,2006808,2014380,ALL,passage_interface,H03,CW2_GATE_09 下横梁 rope12 分段 master -> 顶弦 r=0 slave；含刚体转动
2024683,,,2006808,2014381,ALL,passage_interface,H03,CW2_GATE_09 下横梁 rope12 分段 master -> 顶弦 r=1500 slave；含刚体转动
2024684,,,2006809,2014382,ALL,passage_interface,H03,CW2_GATE_09 下横梁 rope13 分段 master -> 顶弦 r=0 slave；含刚体转动
2024685,,,2006809,2014383,ALL,passage_interface,H03,CW2_GATE_09 下横梁 rope13 分段 master -> 顶弦 r=1500 slave；含刚体转动
2024686,,,2006810,2014384,ALL,passage_interface,H03,CW2_GATE_09 下横梁 rope14 分段 master -> 顶弦 r=0 slave；含刚体转动
2024687,,,2006810,2014385,ALL,passage_interface,H03,CW2_GATE_09 下横梁 rope14 分段 master -> 顶弦 r=1500 slave；含刚体转动
2024688,,,2006811,2014386,ALL,passage_interface,H03,CW2_GATE_09 下横梁 rope15 分段 master -> 顶弦 r=0 slave；含刚体转动
2024689,,,2006811,2014387,ALL,passage_interface,H03,CW2_GATE_09 下横梁 rope15 分段 master -> 顶弦 r=1500 slave；含刚体转动
2024690,,,2006812,2014388,ALL,passage_interface,H03,CW2_GATE_09 下横梁 rope16 分段 master -> 顶弦 r=0 slave；含刚体转动
2024691,,,2006812,2014389,ALL,passage_interface,H03,CW2_GATE_09 下横梁 rope16 分段 master -> 顶弦 r=1500 slave；含刚体转动
2024692,,,2000691,2015139,ALL,passage_interface,H03,CW1_GATE_09 下横梁轴 -> 横通道三角接口根节点刚性偏置
2024693,,,2006812,2015143,ALL,passage_interface,H03,CW2_GATE_09 下横梁轴 -> 横通道三角接口根节点刚性偏置
2024694,,,2001121,2015304,ALL,passage_interface,H04,CW1_GATE_14 下横梁 rope01 分段 master -> 顶弦 r=0 slave；含刚体转动
2024695,,,2001121,2015305,ALL,passage_interface,H04,CW1_GATE_14 下横梁 rope01 分段 master -> 顶弦 r=1500 slave；含刚体转动
2024696,,,2001122,2015306,ALL,passage_interface,H04,CW1_GATE_14 下横梁 rope02 分段 master -> 顶弦 r=0 slave；含刚体转动
2024697,,,2001122,2015307,ALL,passage_interface,H04,CW1_GATE_14 下横梁 rope02 分段 master -> 顶弦 r=1500 slave；含刚体转动
2024698,,,2001123,2015308,ALL,passage_interface,H04,CW1_GATE_14 下横梁 rope03 分段 master -> 顶弦 r=0 slave；含刚体转动
2024699,,,2001123,2015309,ALL,passage_interface,H04,CW1_GATE_14 下横梁 rope03 分段 master -> 顶弦 r=1500 slave；含刚体转动
2024700,,,2001124,2015310,ALL,passage_interface,H04,CW1_GATE_14 下横梁 rope04 分段 master -> 顶弦 r=0 slave；含刚体转动
2024701,,,2001124,2015311,ALL,passage_interface,H04,CW1_GATE_14 下横梁 rope04 分段 master -> 顶弦 r=1500 slave；含刚体转动
2024702,,,2001125,2015312,ALL,passage_interface,H04,CW1_GATE_14 下横梁 rope05 分段 master -> 顶弦 r=0 slave；含刚体转动
2024703,,,2001125,2015313,ALL,passage_interface,H04,CW1_GATE_14 下横梁 rope05 分段 master -> 顶弦 r=1500 slave；含刚体转动
2024704,,,2001126,2015314,ALL,passage_interface,H04,CW1_GATE_14 下横梁 rope06 分段 master -> 顶弦 r=0 slave；含刚体转动
2024705,,,2001126,2015315,ALL,passage_interface,H04,CW1_GATE_14 下横梁 rope06 分段 master -> 顶弦 r=1500 slave；含刚体转动
2024706,,,2001127,2015316,ALL,passage_interface,H04,CW1_GATE_14 下横梁 rope07 分段 master -> 顶弦 r=0 slave；含刚体转动
2024707,,,2001127,2015317,ALL,passage_interface,H04,CW1_GATE_14 下横梁 rope07 分段 master -> 顶弦 r=1500 slave；含刚体转动
2024708,,,2001128,2015318,ALL,passage_interface,H04,CW1_GATE_14 下横梁 rope08 分段 master -> 顶弦 r=0 slave；含刚体转动
2024709,,,2001128,2015319,ALL,passage_interface,H04,CW1_GATE_14 下横梁 rope08 分段 master -> 顶弦 r=1500 slave；含刚体转动
2024710,,,2001129,2015320,ALL,passage_interface,H04,CW1_GATE_14 下横梁 rope09 分段 master -> 顶弦 r=0 slave；含刚体转动
2024711,,,2001129,2015321,ALL,passage_interface,H04,CW1_GATE_14 下横梁 rope09 分段 master -> 顶弦 r=1500 slave；含刚体转动
2024712,,,2001130,2015322,ALL,passage_interface,H04,CW1_GATE_14 下横梁 rope10 分段 master -> 顶弦 r=0 slave；含刚体转动
2024713,,,2001130,2015323,ALL,passage_interface,H04,CW1_GATE_14 下横梁 rope10 分段 master -> 顶弦 r=1500 slave；含刚体转动
2024714,,,2001131,2015324,ALL,passage_interface,H04,CW1_GATE_14 下横梁 rope11 分段 master -> 顶弦 r=0 slave；含刚体转动
2024715,,,2001131,2015325,ALL,passage_interface,H04,CW1_GATE_14 下横梁 rope11 分段 master -> 顶弦 r=1500 slave；含刚体转动
2024716,,,2001132,2015326,ALL,passage_interface,H04,CW1_GATE_14 下横梁 rope12 分段 master -> 顶弦 r=0 slave；含刚体转动
2024717,,,2001132,2015327,ALL,passage_interface,H04,CW1_GATE_14 下横梁 rope12 分段 master -> 顶弦 r=1500 slave；含刚体转动
2024718,,,2001133,2015328,ALL,passage_interface,H04,CW1_GATE_14 下横梁 rope13 分段 master -> 顶弦 r=0 slave；含刚体转动
2024719,,,2001133,2015329,ALL,passage_interface,H04,CW1_GATE_14 下横梁 rope13 分段 master -> 顶弦 r=1500 slave；含刚体转动
2024720,,,2001134,2015330,ALL,passage_interface,H04,CW1_GATE_14 下横梁 rope14 分段 master -> 顶弦 r=0 slave；含刚体转动
2024721,,,2001134,2015331,ALL,passage_interface,H04,CW1_GATE_14 下横梁 rope14 分段 master -> 顶弦 r=1500 slave；含刚体转动
2024722,,,2001135,2015332,ALL,passage_interface,H04,CW1_GATE_14 下横梁 rope15 分段 master -> 顶弦 r=0 slave；含刚体转动
2024723,,,2001135,2015333,ALL,passage_interface,H04,CW1_GATE_14 下横梁 rope15 分段 master -> 顶弦 r=1500 slave；含刚体转动
2024724,,,2001136,2015334,ALL,passage_interface,H04,CW1_GATE_14 下横梁 rope16 分段 master -> 顶弦 r=0 slave；含刚体转动
2024725,,,2001136,2015335,ALL,passage_interface,H04,CW1_GATE_14 下横梁 rope16 分段 master -> 顶弦 r=1500 slave；含刚体转动
2024726,,,2007227,2015336,ALL,passage_interface,H04,CW2_GATE_14 下横梁 rope01 分段 master -> 顶弦 r=0 slave；含刚体转动
2024727,,,2007227,2015337,ALL,passage_interface,H04,CW2_GATE_14 下横梁 rope01 分段 master -> 顶弦 r=1500 slave；含刚体转动
2024728,,,2007228,2015338,ALL,passage_interface,H04,CW2_GATE_14 下横梁 rope02 分段 master -> 顶弦 r=0 slave；含刚体转动
2024729,,,2007228,2015339,ALL,passage_interface,H04,CW2_GATE_14 下横梁 rope02 分段 master -> 顶弦 r=1500 slave；含刚体转动
2024730,,,2007229,2015340,ALL,passage_interface,H04,CW2_GATE_14 下横梁 rope03 分段 master -> 顶弦 r=0 slave；含刚体转动
2024731,,,2007229,2015341,ALL,passage_interface,H04,CW2_GATE_14 下横梁 rope03 分段 master -> 顶弦 r=1500 slave；含刚体转动
2024732,,,2007230,2015342,ALL,passage_interface,H04,CW2_GATE_14 下横梁 rope04 分段 master -> 顶弦 r=0 slave；含刚体转动
2024733,,,2007230,2015343,ALL,passage_interface,H04,CW2_GATE_14 下横梁 rope04 分段 master -> 顶弦 r=1500 slave；含刚体转动
2024734,,,2007231,2015344,ALL,passage_interface,H04,CW2_GATE_14 下横梁 rope05 分段 master -> 顶弦 r=0 slave；含刚体转动
2024735,,,2007231,2015345,ALL,passage_interface,H04,CW2_GATE_14 下横梁 rope05 分段 master -> 顶弦 r=1500 slave；含刚体转动
2024736,,,2007232,2015346,ALL,passage_interface,H04,CW2_GATE_14 下横梁 rope06 分段 master -> 顶弦 r=0 slave；含刚体转动
2024737,,,2007232,2015347,ALL,passage_interface,H04,CW2_GATE_14 下横梁 rope06 分段 master -> 顶弦 r=1500 slave；含刚体转动
2024738,,,2007233,2015348,ALL,passage_interface,H04,CW2_GATE_14 下横梁 rope07 分段 master -> 顶弦 r=0 slave；含刚体转动
2024739,,,2007233,2015349,ALL,passage_interface,H04,CW2_GATE_14 下横梁 rope07 分段 master -> 顶弦 r=1500 slave；含刚体转动
2024740,,,2007234,2015350,ALL,passage_interface,H04,CW2_GATE_14 下横梁 rope08 分段 master -> 顶弦 r=0 slave；含刚体转动
2024741,,,2007234,2015351,ALL,passage_interface,H04,CW2_GATE_14 下横梁 rope08 分段 master -> 顶弦 r=1500 slave；含刚体转动
2024742,,,2007235,2015352,ALL,passage_interface,H04,CW2_GATE_14 下横梁 rope09 分段 master -> 顶弦 r=0 slave；含刚体转动
2024743,,,2007235,2015353,ALL,passage_interface,H04,CW2_GATE_14 下横梁 rope09 分段 master -> 顶弦 r=1500 slave；含刚体转动
2024744,,,2007236,2015354,ALL,passage_interface,H04,CW2_GATE_14 下横梁 rope10 分段 master -> 顶弦 r=0 slave；含刚体转动
2024745,,,2007236,2015355,ALL,passage_interface,H04,CW2_GATE_14 下横梁 rope10 分段 master -> 顶弦 r=1500 slave；含刚体转动
2024746,,,2007237,2015356,ALL,passage_interface,H04,CW2_GATE_14 下横梁 rope11 分段 master -> 顶弦 r=0 slave；含刚体转动
2024747,,,2007237,2015357,ALL,passage_interface,H04,CW2_GATE_14 下横梁 rope11 分段 master -> 顶弦 r=1500 slave；含刚体转动
2024748,,,2007238,2015358,ALL,passage_interface,H04,CW2_GATE_14 下横梁 rope12 分段 master -> 顶弦 r=0 slave；含刚体转动
2024749,,,2007238,2015359,ALL,passage_interface,H04,CW2_GATE_14 下横梁 rope12 分段 master -> 顶弦 r=1500 slave；含刚体转动
2024750,,,2007239,2015360,ALL,passage_interface,H04,CW2_GATE_14 下横梁 rope13 分段 master -> 顶弦 r=0 slave；含刚体转动
2024751,,,2007239,2015361,ALL,passage_interface,H04,CW2_GATE_14 下横梁 rope13 分段 master -> 顶弦 r=1500 slave；含刚体转动
2024752,,,2007240,2015362,ALL,passage_interface,H04,CW2_GATE_14 下横梁 rope14 分段 master -> 顶弦 r=0 slave；含刚体转动
2024753,,,2007240,2015363,ALL,passage_interface,H04,CW2_GATE_14 下横梁 rope14 分段 master -> 顶弦 r=1500 slave；含刚体转动
2024754,,,2007241,2015364,ALL,passage_interface,H04,CW2_GATE_14 下横梁 rope15 分段 master -> 顶弦 r=0 slave；含刚体转动
2024755,,,2007241,2015365,ALL,passage_interface,H04,CW2_GATE_14 下横梁 rope15 分段 master -> 顶弦 r=1500 slave；含刚体转动
2024756,,,2007242,2015366,ALL,passage_interface,H04,CW2_GATE_14 下横梁 rope16 分段 master -> 顶弦 r=0 slave；含刚体转动
2024757,,,2007242,2015367,ALL,passage_interface,H04,CW2_GATE_14 下横梁 rope16 分段 master -> 顶弦 r=1500 slave；含刚体转动
2024758,,,2001121,2016117,ALL,passage_interface,H04,CW1_GATE_14 下横梁轴 -> 横通道三角接口根节点刚性偏置
